Defect models,projects' category,Tr version,Ts version,Iterations,Precision,Recall,F1,ACC,MCC,AUC
Naive Bayes,ant,ant-1.3.csv,ant-1.4.csv,0,0.38,0.21,0.27,0.68,0.09,0.54
Naive Bayes,ant,ant-1.3.csv,ant-1.4.csv,1,0.38,0.21,0.27,0.68,0.09,0.54
Naive Bayes,ant,ant-1.3.csv,ant-1.4.csv,2,0.38,0.21,0.27,0.68,0.09,0.54
Naive Bayes,ant,ant-1.3.csv,ant-1.4.csv,3,0.38,0.21,0.27,0.68,0.09,0.54
Naive Bayes,ant,ant-1.3.csv,ant-1.4.csv,4,0.38,0.21,0.27,0.68,0.09,0.54
Naive Bayes,ant,ant-1.3.csv,ant-1.4.csv,5,0.38,0.21,0.27,0.68,0.09,0.54
Naive Bayes,ant,ant-1.3.csv,ant-1.4.csv,6,0.38,0.21,0.27,0.68,0.09,0.54
Naive Bayes,ant,ant-1.3.csv,ant-1.4.csv,7,0.38,0.21,0.27,0.68,0.09,0.54
Naive Bayes,ant,ant-1.3.csv,ant-1.4.csv,8,0.38,0.21,0.27,0.68,0.09,0.54
Naive Bayes,ant,ant-1.3.csv,ant-1.4.csv,9,0.38,0.21,0.27,0.68,0.09,0.54
Naive Bayes,camel,camel-1.0.csv,camel-1.2.csv,0,0.64,0.12,0.2,0.65,0.15,0.54
Naive Bayes,camel,camel-1.0.csv,camel-1.2.csv,1,0.64,0.12,0.2,0.65,0.15,0.54
Naive Bayes,camel,camel-1.0.csv,camel-1.2.csv,2,0.64,0.12,0.2,0.65,0.15,0.54
Naive Bayes,camel,camel-1.0.csv,camel-1.2.csv,3,0.64,0.12,0.2,0.65,0.15,0.54
Naive Bayes,camel,camel-1.0.csv,camel-1.2.csv,4,0.64,0.12,0.2,0.65,0.15,0.54
Naive Bayes,camel,camel-1.0.csv,camel-1.2.csv,5,0.64,0.12,0.2,0.65,0.15,0.54
Naive Bayes,camel,camel-1.0.csv,camel-1.2.csv,6,0.64,0.12,0.2,0.65,0.15,0.54
Naive Bayes,camel,camel-1.0.csv,camel-1.2.csv,7,0.64,0.12,0.2,0.65,0.15,0.54
Naive Bayes,camel,camel-1.0.csv,camel-1.2.csv,8,0.64,0.12,0.2,0.65,0.15,0.54
Naive Bayes,camel,camel-1.0.csv,camel-1.2.csv,9,0.64,0.12,0.2,0.65,0.15,0.54
Naive Bayes,jedit,jedit-3.2.csv,jedit-4.0.csv,0,0.54,0.46,0.5,0.76,0.34,0.66
Naive Bayes,jedit,jedit-3.2.csv,jedit-4.0.csv,1,0.54,0.46,0.5,0.76,0.34,0.66
Naive Bayes,jedit,jedit-3.2.csv,jedit-4.0.csv,2,0.54,0.46,0.5,0.76,0.34,0.66
Naive Bayes,jedit,jedit-3.2.csv,jedit-4.0.csv,3,0.54,0.46,0.5,0.76,0.34,0.66
Naive Bayes,jedit,jedit-3.2.csv,jedit-4.0.csv,4,0.54,0.46,0.5,0.76,0.34,0.66
Naive Bayes,jedit,jedit-3.2.csv,jedit-4.0.csv,5,0.54,0.46,0.5,0.76,0.34,0.66
Naive Bayes,jedit,jedit-3.2.csv,jedit-4.0.csv,6,0.54,0.46,0.5,0.76,0.34,0.66
Naive Bayes,jedit,jedit-3.2.csv,jedit-4.0.csv,7,0.54,0.46,0.5,0.76,0.34,0.66
Naive Bayes,jedit,jedit-3.2.csv,jedit-4.0.csv,8,0.54,0.46,0.5,0.76,0.34,0.66
Naive Bayes,jedit,jedit-3.2.csv,jedit-4.0.csv,9,0.54,0.46,0.5,0.76,0.34,0.66
Naive Bayes,log4j,log4j-1.0.csv,log4j-1.1.csv,0,0.89,0.64,0.74,0.81,0.62,0.79
Naive Bayes,log4j,log4j-1.0.csv,log4j-1.1.csv,1,0.89,0.64,0.74,0.81,0.62,0.79
Naive Bayes,log4j,log4j-1.0.csv,log4j-1.1.csv,2,0.89,0.64,0.74,0.81,0.62,0.79
Naive Bayes,log4j,log4j-1.0.csv,log4j-1.1.csv,3,0.89,0.64,0.74,0.81,0.62,0.79
Naive Bayes,log4j,log4j-1.0.csv,log4j-1.1.csv,4,0.89,0.64,0.74,0.81,0.62,0.79
Naive Bayes,log4j,log4j-1.0.csv,log4j-1.1.csv,5,0.89,0.64,0.74,0.81,0.62,0.79
Naive Bayes,log4j,log4j-1.0.csv,log4j-1.1.csv,6,0.89,0.64,0.74,0.81,0.62,0.79
Naive Bayes,log4j,log4j-1.0.csv,log4j-1.1.csv,7,0.89,0.64,0.74,0.81,0.62,0.79
Naive Bayes,log4j,log4j-1.0.csv,log4j-1.1.csv,8,0.89,0.64,0.74,0.81,0.62,0.79
Naive Bayes,log4j,log4j-1.0.csv,log4j-1.1.csv,9,0.89,0.64,0.74,0.81,0.62,0.79
Naive Bayes,lucene,lucene-2.0.csv,lucene-2.2.csv,0,0.75,0.46,0.57,0.58,0.24,0.62
Naive Bayes,lucene,lucene-2.0.csv,lucene-2.2.csv,1,0.75,0.46,0.57,0.58,0.24,0.62
Naive Bayes,lucene,lucene-2.0.csv,lucene-2.2.csv,2,0.75,0.46,0.57,0.58,0.24,0.62
Naive Bayes,lucene,lucene-2.0.csv,lucene-2.2.csv,3,0.75,0.46,0.57,0.58,0.24,0.62
Naive Bayes,lucene,lucene-2.0.csv,lucene-2.2.csv,4,0.75,0.46,0.57,0.58,0.24,0.62
Naive Bayes,lucene,lucene-2.0.csv,lucene-2.2.csv,5,0.75,0.46,0.57,0.58,0.24,0.62
Naive Bayes,lucene,lucene-2.0.csv,lucene-2.2.csv,6,0.75,0.46,0.57,0.58,0.24,0.62
Naive Bayes,lucene,lucene-2.0.csv,lucene-2.2.csv,7,0.75,0.46,0.57,0.58,0.24,0.62
Naive Bayes,lucene,lucene-2.0.csv,lucene-2.2.csv,8,0.75,0.46,0.57,0.58,0.24,0.62
Naive Bayes,lucene,lucene-2.0.csv,lucene-2.2.csv,9,0.75,0.46,0.57,0.58,0.24,0.62
Naive Bayes,velocity,velocity-1.4.csv,velocity-1.5.csv,0,0.69,0.94,0.8,0.67,0.06,0.52
Naive Bayes,velocity,velocity-1.4.csv,velocity-1.5.csv,1,0.69,0.94,0.8,0.67,0.06,0.52
Naive Bayes,velocity,velocity-1.4.csv,velocity-1.5.csv,2,0.69,0.94,0.8,0.67,0.06,0.52
Naive Bayes,velocity,velocity-1.4.csv,velocity-1.5.csv,3,0.69,0.94,0.8,0.67,0.06,0.52
Naive Bayes,velocity,velocity-1.4.csv,velocity-1.5.csv,4,0.69,0.94,0.8,0.67,0.06,0.52
Naive Bayes,velocity,velocity-1.4.csv,velocity-1.5.csv,5,0.69,0.94,0.8,0.67,0.06,0.52
Naive Bayes,velocity,velocity-1.4.csv,velocity-1.5.csv,6,0.69,0.94,0.8,0.67,0.06,0.52
Naive Bayes,velocity,velocity-1.4.csv,velocity-1.5.csv,7,0.69,0.94,0.8,0.67,0.06,0.52
Naive Bayes,velocity,velocity-1.4.csv,velocity-1.5.csv,8,0.69,0.94,0.8,0.67,0.06,0.52
Naive Bayes,velocity,velocity-1.4.csv,velocity-1.5.csv,9,0.69,0.94,0.8,0.67,0.06,0.52
Naive Bayes,xalan,xalan-2.4.csv,xalan-2.5.csv,0,0.69,0.13,0.22,0.41,0.04,0.51
Naive Bayes,xalan,xalan-2.4.csv,xalan-2.5.csv,1,0.69,0.13,0.22,0.41,0.04,0.51
Naive Bayes,xalan,xalan-2.4.csv,xalan-2.5.csv,2,0.69,0.13,0.22,0.41,0.04,0.51
Naive Bayes,xalan,xalan-2.4.csv,xalan-2.5.csv,3,0.69,0.13,0.22,0.41,0.04,0.51
