Defect models,projects' category,Tr version,Ts version,Iterations,Precision,Recall,F1,ACC,MCC,AUC
Random Forest,jedit,jedit-3.2.csv,jedit-4.0.csv,0,0.4895833333333333,0.6266666666666667,0.5497076023391813,0.7483660130718954,0.384293921604048,0.7072727272727273
Random Forest,jedit,jedit-3.2.csv,jedit-4.0.csv,1,0.4895833333333333,0.6266666666666667,0.5497076023391813,0.7483660130718954,0.384293921604048,0.7072727272727273
Random Forest,jedit,jedit-3.2.csv,jedit-4.0.csv,2,0.4895833333333333,0.6266666666666667,0.5497076023391813,0.7483660130718954,0.384293921604048,0.7072727272727273
Random Forest,jedit,jedit-3.2.csv,jedit-4.0.csv,3,0.4895833333333333,0.6266666666666667,0.5497076023391813,0.7483660130718954,0.384293921604048,0.7072727272727273
Random Forest,jedit,jedit-3.2.csv,jedit-4.0.csv,4,0.4895833333333333,0.6266666666666667,0.5497076023391813,0.7483660130718954,0.384293921604048,0.7072727272727273
Random Forest,camel,camel-1.0.csv,camel-1.2.csv,0,0.6,0.013888888888888888,0.02714932126696833,0.6463815789473685,0.04656497436707587,0.5043934240362812
Random Forest,camel,camel-1.0.csv,camel-1.2.csv,1,0.6,0.013888888888888888,0.02714932126696833,0.6463815789473685,0.04656497436707587,0.5043934240362812
Random Forest,camel,camel-1.0.csv,camel-1.2.csv,2,0.6,0.013888888888888888,0.02714932126696833,0.6463815789473685,0.04656497436707587,0.5043934240362812
Random Forest,camel,camel-1.0.csv,camel-1.2.csv,3,0.6,0.013888888888888888,0.02714932126696833,0.6463815789473685,0.04656497436707587,0.5043934240362812
Random Forest,camel,camel-1.0.csv,camel-1.2.csv,4,0.6,0.013888888888888888,0.02714932126696833,0.6463815789473685,0.04656497436707587,0.5043934240362812
Random Forest,synapse,synapse-1.0.csv,synapse-1.1.csv,0,0.75,0.05,0.09375000000000001,0.7387387387387387,0.14632489602039314,0.5219135802469136
Random Forest,synapse,synapse-1.0.csv,synapse-1.1.csv,1,0.75,0.05,0.09375000000000001,0.7387387387387387,0.14632489602039314,0.5219135802469136
Random Forest,synapse,synapse-1.0.csv,synapse-1.1.csv,2,0.75,0.05,0.09375000000000001,0.7387387387387387,0.14632489602039314,0.5219135802469136
Random Forest,synapse,synapse-1.0.csv,synapse-1.1.csv,3,0.75,0.05,0.09375000000000001,0.7387387387387387,0.14632489602039314,0.5219135802469136
Random Forest,synapse,synapse-1.0.csv,synapse-1.1.csv,4,0.75,0.05,0.09375000000000001,0.7387387387387387,0.14632489602039314,0.5219135802469136
Random Forest,ant,ant-1.3.csv,ant-1.4.csv,0,0.3333333333333333,0.175,0.22950819672131145,0.7359550561797753,0.09516933203534717,0.5367753623188406
Random Forest,ant,ant-1.3.csv,ant-1.4.csv,1,0.3333333333333333,0.175,0.22950819672131145,0.7359550561797753,0.09516933203534717,0.5367753623188406
Random Forest,ant,ant-1.3.csv,ant-1.4.csv,2,0.3333333333333333,0.175,0.22950819672131145,0.7359550561797753,0.09516933203534717,0.5367753623188406
Random Forest,ant,ant-1.3.csv,ant-1.4.csv,3,0.3333333333333333,0.175,0.22950819672131145,0.7359550561797753,0.09516933203534717,0.5367753623188406
Random Forest,ant,ant-1.3.csv,ant-1.4.csv,4,0.3333333333333333,0.175,0.22950819672131145,0.7359550561797753,0.09516933203534717,0.5367753623188406
Random Forest,poi,poi-1.5.csv,poi-2.0.csv,0,0.11734693877551021,0.6216216216216216,0.19742489270386268,0.40445859872611467,-0.0019485496164247241,0.4985364425797638
Random Forest,poi,poi-1.5.csv,poi-2.0.csv,1,0.11734693877551021,0.6216216216216216,0.19742489270386268,0.40445859872611467,-0.0019485496164247241,0.4985364425797638
Random Forest,poi,poi-1.5.csv,poi-2.0.csv,2,0.11734693877551021,0.6216216216216216,0.19742489270386268,0.40445859872611467,-0.0019485496164247241,0.4985364425797638
Random Forest,poi,poi-1.5.csv,poi-2.0.csv,3,0.11734693877551021,0.6216216216216216,0.19742489270386268,0.40445859872611467,-0.0019485496164247241,0.4985364425797638
Random Forest,poi,poi-1.5.csv,poi-2.0.csv,4,0.11734693877551021,0.6216216216216216,0.19742489270386268,0.40445859872611467,-0.0019485496164247241,0.4985364425797638
Random Forest,velocity,velocity-1.4.csv,velocity-1.5.csv,0,0.6601941747572816,0.9577464788732394,0.7816091954022989,0.6448598130841121,-0.036055597033708815,0.4927621283255086
Random Forest,velocity,velocity-1.4.csv,velocity-1.5.csv,1,0.6601941747572816,0.9577464788732394,0.7816091954022989,0.6448598130841121,-0.036055597033708815,0.4927621283255086
Random Forest,velocity,velocity-1.4.csv,velocity-1.5.csv,2,0.6601941747572816,0.9577464788732394,0.7816091954022989,0.6448598130841121,-0.036055597033708815,0.4927621283255086
Random Forest,velocity,velocity-1.4.csv,velocity-1.5.csv,3,0.6601941747572816,0.9577464788732394,0.7816091954022989,0.6448598130841121,-0.036055597033708815,0.4927621283255086
Random Forest,velocity,velocity-1.4.csv,velocity-1.5.csv,4,0.6601941747572816,0.9577464788732394,0.7816091954022989,0.6448598130841121,-0.036055597033708815,0.4927621283255086
Random Forest,log4j,log4j-1.0.csv,log4j-1.1.csv,0,0.85,0.4594594594594595,0.5964912280701754,0.7889908256880734,0.5111143248056749,0.7088963963963965
Random Forest,log4j,log4j-1.0.csv,log4j-1.1.csv,1,0.85,0.4594594594594595,0.5964912280701754,0.7889908256880734,0.5111143248056749,0.7088963963963965
